# %ECSV 0.9
# ---
# datatype:
# - {name: '[MGM2012]', datatype: int16}
# - {name: RA, datatype: string}
# - {name: Dec, datatype: string}
# - {name: d, datatype: float64}
# - {name: l_F_225GHz, datatype: string}
# - {name: F_225GHz, datatype: float64}
# - {name: e_F_225GHz, datatype: float64}
# - {name: l_M_dust, datatype: string}
# - {name: M_dust, datatype: float64}
# - {name: e_M_dust, datatype: float64}
# - {name: resolved, datatype: int64}
# schema: astropy-2.0
[MGM2012] RA Dec d l_F_225GHz F_225GHz e_F_225GHz l_M_dust M_dust e_M_dust resolved
493 05:38:47.86 -07:44:33.08 401.36994421623524 < 0.28732438762679174 0.07183109690669794 < 1.4151742929200253 0.3537935732300063 0
494 05:40:44.40 -07:44:16.78 402.66746971428967 "" 0.5310552078299224 0.07107918528709216 "" 2.6325735190439703 0.35235730331439796 0
495 05:39:36.33 -07:43:50.98 401.85503313709046 "" 1.8873593071475625 0.0640485162676738 "" 9.318395865913114 0.31622459324322894 0
496 05:41:04.03 -07:43:38.68 402.83070169016116 < 0.24558945560983902 0.061397363902459756 < 1.2184356207187406 0.30460890517968514 0
497 05:40:59.87 -07:43:14.92 402.74653212964796 < 0.25148832470744864 0.06287208117686216 < 1.2471801554162263 0.31179503885405657 0
501 05:40:23.57 -07:40:25.54 402.0712880838536 "" 0.30044623417779803 0.06662432137582369 "" 1.484980094898923 0.32929615959406167 0
502 05:40:27.81 -07:39:49.58 402.0634259741121 "" 0.37663886905647814 0.060529781293891805 "" 1.8614956252808879 0.2991616966141973 0
503 05:40:35.68 -07:39:46.78 402.1482868006587 "" 0.7415353902615607 0.06174568184448863 "" 3.6665032438163023 0.3052999839894525 0
504 05:40:37.38 -07:39:36.40 402.15143604795594 "" 0.6183003424666822 0.06527568477671113 "" 3.0572185053430916 0.32275905048371734 0
505 05:37:55.32 -07:39:29.16 399.0229014133873 < 0.2752248187194216 0.0688062046798554 < 1.3397722666344882 0.33494306665862206 0
506 05:38:26.05 -07:37:59.08 400.073361548589 "" 1.0704328306019306 0.06381370606735193 "" 5.238252587164468 0.31227770799582977 0
507 05:40:33.16 -07:37:43.60 401.9280957362922 < 0.2745044523643141 0.06862611309107852 < 1.3557945032072765 0.3389486258018191 0
508 05:39:59.27 -07:37:33.02 401.52663181694544 "" 19.710492342710495 0.06870767403747423 "" 97.15696257625444 0.33867387983482494 0
510 05:40:31.30 -07:37:01.20 401.840924196104 "" 3.7018596194684505 0.06162861553595119 "" 18.27578408207904 0.30425553278388023 0
511 05:37:53.20 -07:33:44.02 396.1992720771863 < 0.2490941169286245 0.06227352923215612 < 1.195469669575422 0.2988674173938555 0
512 05:40:13.79 -07:32:16.02 401.1982778908325 "" 17.02904887497425 0.12556730810712746 "" 83.80236155237525 0.6179345088742019 0
513 05:40:54.23 -07:31:48.28 401.6146505862449 "" 0.2796456392388791 0.05809879329259454 "" 1.379033735749277 0.28650615176720623 0
515 05:39:53.47 -07:30:56.22 400.8429939017496 < 0.40200212989332956 0.10050053247333239 < 1.974807161277553 0.49370179031938827 0
516 05:38:32.74 -07:30:52.46 397.1183092007174 < 0.29003488122703575 0.07250872030675894 < 1.398420552499584 0.349605138124896 0
517 05:40:11.57 -07:30:40.98 401.0251375111207 "" 1.6530366847291589 0.06030442714421669 "" 8.127807878926125 0.2965105388191661 0
520 05:39:55.00 -07:30:20.12 400.8041633375815 "" 12.098520062863827 0.20965907310251636 "" 59.42161376234495 1.0297359014933918 0
521 05:39:56.09 -07:30:14.34 400.80764327311147 < 1.3312481064891046 0.33281202662227616 < 6.538509176242271 1.6346272940605677 0
522 05:36:11.71 -07:30:10.14 388.7059982631764 < 0.2626541738622105 0.06566354346555263 < 1.213317709019938 0.3033294272549845 0
523 05:39:53.47 -07:30:09.64 400.7704803311537 "" 2.2757835686206818 0.0814558055523127 "" 11.17558207786077 0.4000011482725778 0
525 05:40:44.67 -07:29:54.36 401.32898652232274 "" 12.658503837883472 0.059161685507753026 "" 62.33488739235107 0.2913327713367497 0
526 05:39:55.15 -07:29:36.84 400.7385120240366 "" 0.35770030808635056 0.06729097796555393 "" 1.7562616644455185 0.3303898886646223 0
530 05:40:15.32 -07:28:46.94 400.89036093367497 "" 17.372244969010353 0.062132180347701 "" 85.36010054833216 0.3052921007749867 0
532 05:38:54.52 -07:27:51.72 396.9509130823138 "" 24.416228756308556 0.07438118898540874 "" 117.62508239554016 0.35833107440175 0
533 05:39:54.74 -07:27:44.22 400.3330478956584 "" 11.042236350476742 0.058910442658908116 "" 54.10627924727619 0.28865754725001147 0
534 05:40:08.00 -07:27:41.16 400.70476372431114 "" 1.3695264933630824 0.06464220467040707 "" 6.723063202424243 0.31733130366538514 0
535 05:40:10.36 -07:27:38.48 400.7275032136805 "" 6.868091877549887 0.06489966622771871 "" 33.71957888189861 0.3186313540632388 0
538 05:40:12.19 -07:27:01.14 400.6901995096565 < 0.25929912292435814 0.06482478073108953 < 1.2728177789484 0.3182044447371 0
539 05:39:15.09 -07:26:59.64 397.7198240111982 "" 1.2097879080101848 0.06335096690101644 "" 5.850748923975811 0.3063765135812787 0
540 05:39:22.34 -07:26:44.52 398.01631908024433 "" 75.13542473316193 0.11272187563802272 "" 363.91021681483346 0.5459560832841421 1
541 05:39:58.19 -07:26:42.30 400.04675916271134 < 0.24104790119603847 0.06026197529900962 < 1.1794312003635086 0.29485780009087714 0
542 05:39:20.10 -07:26:38.48 397.8408365715195 < 0.45678751601251766 0.11419687900312941 < 2.2104499708881398 0.5526124927220349 0
543 05:39:49.08 -07:26:35.98 399.4772995014221 < 0.26157489918988064 0.06539372479747016 < 1.2762272758374535 0.3190568189593634 0
544 05:39:37.80 -07:26:23.26 398.73392947169015 "" 0.5946102319285274 0.07382888335209287 "" 2.8903238624069534 0.35887270657169423 0
546 05:39:49.10 -07:26:17.20 399.33188904228484 "" 1.9815925043076277 0.06495923332383095 "" 9.661177936900902 0.31670624026985417 0
547 05:39:35.55 -07:26:16.20 398.55021065912536 < 0.2695353077877232 0.0673838269469308 < 1.308969401606773 0.32724235040169325 0
548 05:39:27.10 -07:26:13.74 398.0477895554183 "" 0.2615979756228626 0.06279314523815661 "" 1.2672215706122352 0.30417983144906524 0
549 05:39:58.15 -07:26:13.88 399.8230517297276 < 0.2769609576487791 0.06924023941219477 < 1.3536361887071116 0.3384090471767779 0
552 05:39:18.08 -07:26:11.08 397.5119209237316 "" 2.843149472028017 0.09948076466749281 "" 13.735603685418935 0.4806037710076619 0
553 05:39:40.53 -07:26:03.70 398.7371456447698 "" 1.1643116595223546 0.06216215462289331 "" 5.659660530674426 0.3021671131981954 0
554 05:35:19.48 -07:26:01.34 386.3467350840286 < 0.26193968993351385 0.06548492248337846 < 1.1953732885207968 0.2988433221301992 0
555 05:39:16.93 -07:26:00.28 397.361554807554 < 0.289623031072116 0.072405757768029 < 1.3981460237027392 0.3495365059256848 0
556 05:40:20.40 -07:25:54.08 400.67940587947413 "" 10.023901239037514 0.07412280892636232 "" 49.20152526884738 0.3638259365710329 0
557 05:39:27.33 -07:25:53.52 397.9034573599275 < 0.2877341899745651 0.07193354749364128 < 1.3928188645533464 0.3482047161383366 0
559 05:40:05.17 -07:25:43.78 399.989156137058 "" 0.3200654755346477 0.06645658187868249 "" 1.5656079241360747 0.32507395877816286 0
561 05:39:58.91 -07:25:33.74 399.5532383015906 "" 13.244060799479485 0.07745598647317513 "" 64.64251137083214 0.3780524389111854 0
563 05:39:55.41 -07:24:39.12 398.9269394655465 < 0.2859191301639075 0.07147978254097688 < 1.3911619450205392 0.3477904862551348 0
565 05:40:24.10 -07:24:28.24 400.4806291820939 < 0.25558026499336456 0.06389506624834114 < 1.2532510875339753 0.3133127718834938 0
566 05:39:38.40 -07:24:24.04 397.83753943212935 "" 0.6479838048107922 0.07928655039235062 "" 3.1356199352274454 0.3836708358448303 0
568 05:39:38.48 -07:24:16.82 397.78571183210545 < 0.2773818824000732 0.0693454706000183 < 1.3419124897487795 0.3354781224371949 0
569 05:37:37.01 -07:24:16.76 390.83167626690795 "" 0.765342207159847 0.0754286975512932 "" 3.5742334925196833 0.3522604327356296 0
570 05:39:28.40 -07:24:15.86 397.20223120589264 < 0.29299444439059913 0.07324861109764978 < 1.413287407157465 0.35332185178936626 0
571 05:39:48.40 -07:24:14.94 398.3376537506066 "" 10.909544304013252 0.06550444190002663 "" 52.92453820216429 0.31777609047099203 0
573 05:40:06.49 -07:24:02.30 399.2724379157276 < 0.27876939220102176 0.06969234805025544 < 1.3587247806287073 0.3396811951571768 0
574 05:40:06.55 -07:23:58.70 399.24825280651305 "" 4.003636073321104 0.06900805923869822 "" 19.511397963035197 0.3363052190070923 0
576 05:39:42.45 -07:23:16.56 397.5426034764591 "" 8.843882009387016 0.08277634503278383 "" 42.73247427313527 0.39996440825229584 1
579 05:39:45.83 -07:22:37.58 397.4315491284173 "" 0.8636625134386122 0.0779567104544228 "" 4.170772427614555 0.37646614673168666 0
580 05:38:44.30 -07:22:28.04 393.83715145189933 "" 0.45283528743311763 0.08132495167948302 "" 2.147441641065216 0.3856602887201724 0
581 05:40:45.12 -07:22:25.06 400.63584045916315 "" 10.570964775979519 0.08302244828722202 "" 51.87546074781199 0.4074205002647888 0
582 05:39:32.33 -07:22:24.34 396.55634458147733 "" 0.6506136851385236 0.07808195795327562 "" 3.1281008355032665 0.3754120816861836 0
583 05:39:46.96 -07:22:24.14 397.3911973976176 "" 1.5282341046258807 0.08378419239261176 "" 7.378602555194397 0.4045258865783295 0
584 05:38:04.18 -07:22:04.40 391.35412552077474 "" 1.1886048596352339 0.07840432696651274 "" 5.565767739561361 0.36713653838345944 0
585 05:37:22.73 -07:21:25.32 388.6708685790456 < 0.3217999236158216 0.0804499809039554 < 1.4862698343537175 0.3715674585884294 0
586 05:38:52.38 -07:21:09.28 393.68436602211926 "" 4.547194577753544 0.05511132703529378 "" 21.54704011443013 0.2611469454591952 0
588 05:38:19.12 -07:20:51.02 391.63681798218477 < 0.33901463370339857 0.08475365842584964 < 1.589766044098869 0.39744151102471725 0
589 05:35:39.29 -07:20:38.68 386.1801048594261 < 0.3007137337352202 0.07517843343380505 < 1.3711368414364846 0.34278421035912116 0
590 05:39:28.61 -07:20:31.30 395.46154397982014 "" 27.920758351683617 0.08698263627511402 "" 133.50067761737424 0.4158999099311033 0
591 05:38:50.54 -07:20:29.76 393.2706064540667 "" 2.625887980684638 0.0752744846234158 "" 12.416720807822436 0.35594140587748363 0
592 05:39:39.08 -07:20:29.28 396.04454042431627 "" 0.35147563903592527 0.07767280307393831 "" 1.6855088444154804 0.3724815663206843 0
593 05:39:38.47 -07:20:24.78 395.97428842007105 "" 0.36849844036623836 0.07958297047679601 "" 1.7665151772393015 0.38150643204168005 0
596 05:39:43.41 -07:20:20.96 396.22720385329706 "" 8.827520534396172 0.07848495937290333 "" 42.3716192182896 0.3767235431459764 0
597 05:38:50.03 -07:20:18.48 393.1532307859485 "" 3.309349063783884 0.07763584718173452 "" 15.639181534184566 0.3668881959061445 0
598 05:39:44.28 -07:20:10.60 396.1962858719457 "" 0.9268762078136206 0.07975810817916718 "" 4.448261181551044 0.382774844727355 0
599 05:39:15.23 -07:19:33.58 394.2454850028609 < 0.31490780782257266 0.07872695195564317 < 1.496458337774529 0.37411458444363227 0
600 05:39:35.46 -07:19:25.92 395.343322293615 "" 0.45336701441556215 0.08421996374571745 "" 2.1664390692040336 0.40244970203859326 0
601 05:40:13.91 -07:19:25.68 397.53998535220387 "" 1.5500488225370646 0.07813325351463957 "" 7.489533319740906 0.3775246283016118 0
603 05:40:16.82 -07:19:07.06 397.5608011982249 "" 0.43223315151408315 0.07357876980865959 "" 2.0886849270475936 0.35555548414486776 0
604 05:39:48.60 -07:19:05.44 395.9350353974485 "" 0.3571803099475801 0.06518384464150198 "" 1.7119186415169858 0.3124176659791555 0
605 05:37:19.90 -07:18:57.72 387.3534789738138 < 0.3041366634570144 0.0760341658642536 < 1.395183861117516 0.348795965279379 0
607 05:38:35.67 -07:18:23.66 391.4339433784438 < 0.31663184059791744 0.07915796014947936 < 1.4832668697854636 0.3708167174463659 0
608 05:38:04.02 -07:17:50.40 389.3591890147781 "" 0.3746691800188273 0.08106177834635611 "" 1.7365871059346507 0.3757203596339066 0
610 05:39:20.61 -07:17:31.84 393.6030680248409 < 0.30584790747596435 0.07646197686899109 < 1.4486724745282904 0.3621681186320726 0
611 05:38:33.84 -07:17:02.94 390.69846434834113 "" 14.84921295195818 0.0767397809811176 "" 69.30021609561953 0.35813907594480704 0
612 05:38:58.64 -07:16:45.66 391.9847859409958 "" 53.69975417852402 0.10854114685107674 "" 252.2658512100958 0.5098947885436946 0
613 05:38:04.96 -07:16:10.54 388.6326215645992 "" 0.6775104557164013 0.08306898068931645 "" 3.128543883756844 0.3835881044679574 0
614 05:38:00.84 -07:15:53.72 388.2649544996076 "" 3.5969933960586786 0.08140221122704419 "" 16.57844411349542 0.37518056358435586 0
616 05:36:27.72 -07:13:39.20 386.12029119387944 < 0.32636026967167175 0.08159006741791794 < 1.4876140734721002 0.37190351836802504 0
619 05:38:55.00 -07:11:53.56 389.4962974712501 "" 2.097899094223976 0.08501314771376704 "" 9.73058627616961 0.3943124675133899 0
620 05:37:16.40 -07:11:46.04 386.34963840215926 < 0.34896633398573534 0.08724158349643384 < 1.5925471389667702 0.39813678474169256 0
621 05:37:47.81 -07:11:38.10 386.55831664767743 "" 0.38018604391254485 0.06810947845136474 "" 1.7368965725598629 0.3111611317016884 0
622 05:34:59.10 -07:11:15.96 385.3742873020008 < 0.3189256255204041 0.07973140638010102 < 1.4481135926704545 0.3620283981676136 0
625 05:38:46.30 -07:11:04.30 388.61314993786544 < 0.3213581594153315 0.08033953985383288 < 1.483788704558127 0.37094717613953176 0
626 05:38:36.66 -07:11:00.18 388.0275993825871 "" 2.8164058458060026 0.07212874667925821 "" 12.964871475282889 0.33203308811560883 0
633 05:38:17.44 -07:09:39.72 386.6513637358313 "" 1.423514448106289 0.07738219514801147 "" 6.5065192186795935 0.3536941550427857 0
634 05:39:09.53 -07:09:17.98 389.1159056027778 "" 1.065754215233028 0.07476886698538439 "" 4.933586771604259 0.34611985372844645 0
635 05:38:07.52 -07:09:14.72 386.5597609259211 < 0.30164283588347873 0.07541070897086968 < 1.3780787885011212 0.3445196971252803 0
637 05:38:23.88 -07:07:38.84 386.5826550046935 "" 2.265942981466651 0.0754444877505154 "" 10.35336323971329 0.3447148460944986 0
639 05:38:54.93 -07:07:10.86 387.2872206310482 < 0.30598231991562447 0.07649557997890612 < 1.4031703898023349 0.3507925974505837 0
641 05:38:13.46 -07:06:43.40 386.45921575254 "" 1.8322760006412864 0.07500020394417359 "" 8.366541595583339 0.34246605083324944 0
642 05:38:47.04 -07:06:33.90 386.6812754039571 < 0.335148112815915 0.08378702820397875 < 1.5321130364986923 0.3830282591246731 0
643 05:39:00.63 -07:06:30.12 387.2966279464109 "" 9.642818942666054 0.07558087772942969 "" 44.22208232963946 0.3466148039665628 0
644 05:38:47.74 -07:06:14.90 386.6683000065407 "" 3.2679298892617226 0.07945124327444798 "" 14.938177429738438 0.3631830575518089 0
645 05:38:41.54 -07:05:59.34 386.61114228102 "" 15.7706867903471 0.07235474327823417 "" 72.06876574458752 0.33064616101693944 0
646 05:39:21.14 -07:05:44.26 388.11595493073395 < 0.29678212470294524 0.07419553117573631 < 1.3668110378765228 0.3417027594691307 0
648 05:39:05.25 -07:05:42.16 387.18774050641713 "" 1.1282938066869974 0.0691643300119924 "" 5.171459701842784 0.3170101114994413 0
650 05:39:02.59 -07:05:34.02 386.97164780443956 "" 0.6420394638553262 0.07474848929662337 "" 2.9394614024258514 0.34222242018845267 0
651 05:38:44.03 -07:05:32.30 386.603050429976 < 0.30990798629186667 0.07747699657296667 < 1.4161558994828662 0.35403897487071656 0
652 05:36:20.58 -07:05:31.80 385.6143120172153 < 0.31335384342308464 0.07833846085577116 < 1.424587270672864 0.356146817668216 0
653 05:38:09.16 -07:05:25.84 386.35716003400927 "" 0.7615392678417265 0.07803947097412242 "" 3.4755054764536872 0.35615577581283847 0
654 05:38:46.83 -07:05:08.94 386.6004542038307 "" 2.83887330442667 0.07842721924199032 "" 12.972344565539418 0.3583763001109588 0
655 05:38:53.97 -07:05:00.72 386.6418817311084 "" 0.6935944547876716 0.07252039983428281 "" 3.1700867639200996 0.3314558789245667 0
656 05:38:23.48 -07:04:44.66 386.4171952464357 "" 2.618558472022414 0.07472363453929712 "" 11.954265822164873 0.34112898376149453 0
657 05:39:07.52 -07:04:39.02 386.8259194019036 < 0.3165563929581501 0.07913909823953752 < 1.4482047461730174 0.36205118654325436 0
658 05:38:55.51 -07:04:28.12 386.6220340005836 "" 0.2977978438138962 0.07054005488357865 "" 1.36095102326769 0.3223715747759408 0
659 05:37:14.02 -07:03:41.14 385.8794187229243 "" 9.144074283540249 0.08458555755097671 "" 41.62849611283072 0.38507665669894214 0
660 05:38:42.68 -07:03:30.36 386.47986492268444 "" 0.6869543576613069 0.07661921131623652 "" 3.137107298301698 0.34989615296798665 0
661 05:39:04.16 -07:03:29.88 386.6271148314135 "" 1.5217370819300413 0.07185624779299879 "" 6.954597271012202 0.3283952732311349 0
662 05:37:13.95 -07:03:23.12 385.8620725147258 "" 0.7183139096014202 0.08708012795651648 "" 3.269837772942918 0.39639757473569776 0
663 05:38:43.98 -07:03:09.66 386.4694705937682 "" 0.7625895668752491 0.07498282267910475 "" 3.482322498298781 0.3424048554339976 0
664 05:37:36.67 -07:03:04.46 386.00124654217836 "" 2.577211009338498 0.07482790707230455 "" 11.740190316102964 0.3408699818529831 0
665 05:38:46.66 -07:02:49.58 386.4691647418978 < 0.3003542833514002 0.07508857083785005 < 1.3715488229966237 0.34288720574915593 0
666 05:38:44.81 -07:02:47.06 386.4541067914556 "" 0.6185777601785958 0.0711798390236472 "" 2.8244760746194695 0.32501290098032437 0
668 05:38:51.86 -07:02:38.04 386.4941816902773 < 0.3168411987638287 0.07921029969095718 < 1.4470225979759264 0.3617556494939816 0
671 05:38:40.63 -07:02:25.20 386.4049290109007 < 0.298649042218105 0.07466226055452625 < 1.36330863835197 0.3408271595879925 0
672 05:38:52.09 -07:02:22.36 386.4811083714583 < 0.29790095016035806 0.07447523754008951 < 1.3604299151389858 0.34010747878474645 0
673 05:38:04.84 -07:02:21.48 386.1551426936735 < 0.29015042171848365 0.07253760542962091 < 1.3228012513164469 0.3307003128291117 0
674 05:38:50.73 -07:02:13.12 386.4631478509404 < 0.28876279145829126 0.07219069786457281 < 1.3185759505360508 0.3296439876340127 0
675 05:38:52.39 -07:02:14.24 386.47561786589745 < 0.33170641152861186 0.08292660288215296 < 1.5147669165864943 0.3786917291466236 0
676 05:38:45.72 -07:01:58.56 386.41507331694106 "" 13.5178929194808 0.08270338688405719 "" 61.71132411194894 0.3775540717446359 0
677 05:38:56.52 -07:01:55.60 386.4866198812897 "" 4.844021983444691 0.06812974571915219 "" 22.12191793603877 0.3111382749610269 0
679 05:38:47.24 -07:01:53.46 386.42076980529345 "" 8.350711315870285 0.07367041921673254 "" 38.12344495835179 0.33632705835851356 0
680 05:38:41.47 -07:01:52.52 386.38022317897304 "" 1.9290802301838994 0.08533945172897182 "" 8.804968633664757 0.38951785619414714 0
681 05:37:56.10 -07:01:49.74 386.06526816013775 < 0.3286405230057594 0.08216013075143985 < 1.4975810063233457 0.3743952515808364 0
682 05:38:50.37 -07:01:49.08 386.4382100075704 < 0.35673061485795593 0.08918265371448898 < 1.6287268310905945 0.4071817077726486 0
683 05:34:57.18 -07:01:47.52 384.8473871815306 "" 0.3753602795768529 0.07207979003488015 "" 1.6997034016887305 0.3263911260227286 0
684 05:38:54.40 -07:01:36.60 386.45427604929444 < 0.34279167344919953 0.08569791836229988 < 1.5652158720683869 0.3913039680170967 0
685 05:38:43.38 -07:01:34.74 386.3767149267751 < 0.3048177199455268 0.0762044299863817 < 1.39126495758632 0.34781623939658 0
686 05:38:21.23 -07:01:20.44 386.21093777876285 "" 6.08082814142108 0.0859515352620768 "" 27.730622107644418 0.39196791760793104 0
689 05:39:01.23 -07:01:09.52 386.4760043751295 "" 3.4988014958798885 0.08303151786446122 "" 15.977621083365083 0.3791715911797938 0
692 05:38:47.28 -07:00:59.60 386.3707479441515 "" 0.4658856487367302 0.07781760010425029 "" 2.1263539326046077 0.35516818441649484 0
693 05:38:28.95 -07:00:59.18 386.24424883929885 < 0.3581823896655291 0.08954559741638228 < 1.6337139830623917 0.4084284957655979 0
694 05:39:36.44 -07:00:58.44 386.7666085717848 "" 0.6612932775169611 0.07550397955960024 "" 3.0244039551425383 0.345315069989048 0
698 05:38:48.80 -07:00:44.52 386.36715685854455 < 0.3184598899303764 0.0796149724825941 < 1.453459349214652 0.363364837303663 0
699 05:38:39.94 -07:00:41.22 386.3031233298015 < 0.30665887925903096 0.07666471981475774 < 1.3991353455719318 0.34978383639298294 0
700 05:38:44.12 -07:00:39.72 386.33044185360916 < 0.3046912377394239 0.07617280943485598 < 1.3903545790298597 0.3475886447574649 0
702 05:38:52.89 -07:00:23.92 386.3760729321939 < 0.31850437954445954 0.07962609488611488 < 1.4537294931847997 0.36343237329619993 0
703 05:38:45.66 -07:00:19.44 386.3221172103856 < 0.3056958879101531 0.07642397197753828 < 1.3948788419442597 0.3487197104860649 0
704 05:38:48.44 -07:00:06.58 386.32928488165425 "" 0.6943212356418371 0.05511132703529378 "" 3.168279253577297 0.2514802444744838 0
705 05:38:48.52 -07:00:01.28 386.3248466320189 "" 6.00729463621974 0.05511132703529378 "" 27.41144687002142 0.251474466368936 0
706 05:38:46.87 -06:59:56.46 386.3090451035428 "" 0.32092526089400053 0.07126516432141501 "" 1.4642707991817632 0.32515825904151757 0
707 05:36:33.59 -06:59:43.74 385.3782092667477 < 0.31667859886109423 0.07916964971527356 < 1.4379400116073442 0.35948500290183605 0
708 05:38:12.84 -06:59:39.92 386.0592703727421 < 0.3203056467716897 0.08007641169292243 < 1.4595544825888416 0.3648886206472104 0
710 05:38:43.02 -06:59:28.28 386.2561847605074 < 0.3244951188920893 0.08112377972302233 < 1.4801536697967448 0.3700384174491862 0
711 05:36:35.39 -06:59:17.32 385.36590993707864 < 0.3378154619302994 0.08445386548257484 < 1.5338180905630132 0.3834545226407533 0
712 05:38:40.11 -06:59:14.84 386.22364344410585 "" 5.501594394445419 0.07733586351132354 "" 25.090772152600177 0.35270076117321725 0
714 05:37:15.52 -06:59:03.64 385.63017129822686 "" 0.7332174573093653 0.07574065185906749 "" 3.333669580325589 0.34436483280576 0
715 05:37:55.24 -06:58:44.30 385.88605380466413 "" 0.3182601067237556 0.07614428067059055 "" 1.448932371200601 0.34665957440014816 0
716 05:38:42.17 -06:58:42.68 386.2078239979733 < 0.29137509069820994 0.07284377267455248 < 1.3287470153771093 0.3321867538442773 0
717 05:37:55.76 -06:58:37.80 385.88358279992303 "" 0.327290064888075 0.07836116742324771 "" 1.490023683395614 0.3567477532784167 0
719 05:38:39.81 -06:58:29.52 386.1792541242037 "" 2.423458732664585 0.1224949549381854 "" 11.049973908630136 0.5585265545320557 0
720 05:38:43.85 -06:58:22.24 386.20032255706093 "" 1.2710320297628641 0.08645350900798 "" 5.796015044554115 0.39423541431779197 0
723 05:37:53.57 -06:58:15.66 385.84780881322445 < 0.3456543873806613 0.08641359684516532 < 1.5733375042305437 0.39333437605763594 0
724 05:38:35.91 -06:58:15.30 386.1391589815 < 0.3150140127226178 0.07875350318065445 < 1.4360359441644084 0.3590089860411021 0
725 05:38:44.95 -06:58:14.70 386.20081193323955 "" 2.9497777577489614 0.08581185273049573 "" 13.45127360343043 0.3913103983725306 0
726 05:38:43.22 -06:58:08.98 386.18359594117356 "" 7.793134544044733 0.10481063448823505 "" 35.53428353775108 0.47790408116623395 1
727 05:37:40.71 -06:57:49.68 385.73482717856757 < 0.3421360539376923 0.08553401348442308 < 1.5564109992850343 0.3891027498212586 0
728 05:38:34.52 -06:57:48.70 386.1047656065179 < 0.32512170772581483 0.08128042693145371 < 1.4818492902416673 0.37046232256041683 0
729 05:37:54.49 -06:57:31.26 385.8126084978221 "" 0.7106210105121136 0.07663814851320581 "" 3.2339896203047975 0.3487751883841327 0
731 05:37:51.42 -06:57:09.72 385.77131789735614 "" 1.5284280525520444 0.07807084558802516 "" 6.954287073125731 0.35521925376484886 0
732 05:38:10.43 -06:57:05.84 385.89875793876007 < 0.3040903067246507 0.07602257668116268 < 1.384513143858121 0.34612828596453027 0
733 05:38:39.93 -06:56:57.58 386.09429027863354 < 0.3184420619622781 0.07961051549056952 < 1.4513258497055928 0.3628314624263982 0
734 05:37:51.73 -06:56:51.96 385.75687732551427 "" 0.6234405445866287 0.086928409538815 "" 2.8364174101487456 0.3954912082529376 0
735 05:38:41.96 -06:56:43.30 386.0949578735026 "" 2.3461487144231796 0.0822740099091489 "" 10.692802423059796 0.3749718537035213 0
736 05:38:42.91 -06:56:40.74 386.0991068366726 < 0.3113407686919838 0.07783519217299595 < 1.4189965259610982 0.35474913149027454 0
738 05:37:49.53 -06:56:27.92 385.71928951005594 < 0.30787597938293165 0.07696899484573291 < 1.4004456778339316 0.3501114194584829 0
739 05:35:21.34 -06:56:24.70 384.72506845106994 "" 0.34743122523650527 0.07790032549000377 "" 1.5722353764886805 0.35252343105313333 0
741 05:37:30.65 -06:56:05.84 385.5683897008152 < 0.34683540996101175 0.08670885249025294 < 1.5764275581359675 0.39410688953399187 0
743 05:37:05.72 -06:55:46.46 385.37814876528677 < 0.32443511011208276 0.08110877752802069 < 1.4731594784066282 0.36828986960165705 0
744 05:38:27.67 -06:54:53.56 385.8941256874789 "" 8.084459230303764 0.08975838867074488 "" 36.807392742949254 0.4086571741736964 0
745 05:37:22.18 -06:54:45.20 385.43454303877144 "" 0.8922226843424141 0.08670051068761234 "" 4.052493002873232 0.39379542694102115 0
746 05:38:57.04 -06:52:59.18 385.98972302347653 "" 2.015618374571204 0.08226449864801537 "" 9.181371010207988 0.37472415045673646 0
748 05:38:31.94 -06:52:39.10 385.7980293765918 < 0.28164035759069117 0.07041008939767279 < 1.28162993281919 0.3204074832047975 0
749 05:37:21.14 -06:52:35.30 385.3059780616657 < 0.29560409352715183 0.07390102338178796 < 1.3417440657569326 0.33543601643923315 0
750 05:36:24.51 -06:52:34.12 384.92501442054595 < 0.3170194382917305 0.07925485957293263 < 1.4361040484002572 0.3590260121000643 0
751 05:37:49.35 -06:51:37.30 385.4465607249842 "" 4.3306611478328705 0.08037033224805673 "" 19.671174837875988 0.36506639597532414 0
752 05:38:12.62 -06:51:04.24 385.576307908859 < 0.33477946737647674 0.08369486684411918 < 1.5216936904166452 0.3804234226041613 0
753 05:38:26.80 -06:50:55.60 385.666022243214 "" 0.5617134156636894 0.0757548760881189 "" 2.55437878443987 0.3444935493818061 0
754 05:35:50.19 -06:50:40.58 384.61442585004687 "" 22.946009412407875 0.08846676442794671 "" 103.77818027074026 0.40010965138923266 1
755 05:37:44.49 -06:50:36.64 385.3563559749727 "" 1.8460483988747 0.08654888261434376 "" 8.381386745971193 0.3929472586226131 0
756 05:35:30.89 -06:50:34.00 384.4880542093631 < 0.3307488609222504 0.0826872152305626 < 1.4948988379881532 0.3737247094970383 0
757 05:35:11.94 -06:49:53.56 384.33514085180593 < 0.369531818708006 0.0923829546770015 < 1.668859496923167 0.41721487423079173 0
759 05:36:13.24 -06:49:40.98 384.7082598352667 < 0.3370498631291046 0.08426246578227616 < 1.5251231797174214 0.38128079492935535 0
760 05:38:09.31 -06:49:16.58 385.45295676801265 "" 15.353016555309296 0.08818705806359349 "" 69.7403666096095 0.40058562676734055 0
